order_id,tenant_id,customer_id,order_date,amount,status
112,acme,18,2024-06-14,265.63,refunded
113,acme,18,2024-03-11,617.98,refunded
114,acme,18,2024-02-22,846.53,completed
115,acme,19,2022-11-23,115.39,pending
116,acme,19,2023-10-03,661.12,completed
117,acme,19,2024-01-04,553.46,refunded
118,acme,19,2023-02-10,358.97,refunded
119,acme,20,2024-06-10,21.49,refunded
120,acme,20,2024-05-11,340.51,completed
121,acme,20,2024-05-28,568.38,completed
122,acme,20,2024-05-24,466.27,pending
123,acme,20,2024-05-27,374.11,completed
124,acme,20,2024-06-25,132.01,pending
125,acme,20,2024-06-03,616.04,completed
126,acme,20,2024-06-27,284.84,refunded
127,acme,20,2024-04-16,287.41,completed
128,acme,20,2024-06-10,711.47,refunded
129,acme,20,2024-05-27,429.19,pending
130,acme,21,2023-07-25,599.79,completed
131,acme,21,2024-01-11,102.18,completed
132,acme,21,2023-12-16,217.68,completed
133,acme,21,2023-07-02,41.49,completed
134,acme,21,2024-06-02,557.92,completed
135,acme,21,2024-05-13,384.71,refunded
136,acme,21,2023-08-20,652.14,pending
137,acme,21,2024-06-22,371.69,completed
138,acme,21,2023-02-07,805.54,completed
139,acme,21,2024-04-12,212.58,refunded
140,acme,21,2024-05-22,64.19,completed
141,acme,21,2023-06-06,421.69,pending
142,acme,22,2024-02-10,395.53,refunded
143,acme,22,2023-12-12,809.54,pending
144,acme,22,2023-12-16,248.09,completed
145,acme,22,2024-06-25,264.03,refunded
146,acme,22,2024-01-21,571.54,completed
147,acme,22,2023-12-06,88.19,completed
148,acme,22,2023-05-10,259.11,completed
149,acme,22,2024-03-18,90.91,completed
150,acme,22,2023-05-06,357.07,completed
151,acme,22,2023-04-19,76.52,pending
152,acme,22,2023-08-16,497.5,pending
153,acme,23,2024-04-25,533.99,completed
154,acme,23,2024-06-08,794.98,refunded
155,acme,23,2023-10-08,439.74,completed
156,acme,23,2023-08-27,683.06,pending
157,acme,23,2023-12-28,677.81,refunded
158,acme,23,2024-05-10,550.86,completed
159,acme,24,2024-04-30,45.54,completed
160,acme,24,2024-03-20,657.28,pending
161,acme,24,2023-10-30,883.04,refunded
162,acme,24,2023-09-08,818.1,refunded
163,acme,24,2024-06-09,603.44,completed
164,acme,24,2024-04-01,139.42,pending
165,acme,25,2024-02-22,206.26,completed
166,acme,25,2024-02-27,689.88,pending
167,acme,25,2024-01-28,681.77,pending
168,acme,25,2024-01-15,754.72,pending
169,acme,25,2023-09-17,679.14,completed
170,acme,25,2024-03-05,217.32,completed
171,acme,26,2023-10-01,566.78,completed
172,acme,26,2023-11-24,436.73,completed
173,acme,26,2024-01-10,429.23,completed
174,acme,27,2023-01-14,704.46,completed
175,acme,27,2023-08-03,115.13,completed
176,acme,27,2023-08-04,526.7,pending
177,acme,27,2023-10-30,848.49,completed
178,acme,27,2022-12-05,541.05,completed
179,acme,27,2023-01-01,633.53,completed
180,acme,27,2024-05-25,728.86,refunded
181,acme,27,2022-10-31,325.54,pending
182,acme,27,2023-10-03,80.68,completed
183,acme,28,2024-04-03,865.49,pending
184,acme,29,2024-04-14,869.62,completed
185,acme,29,2024-05-08,731.22,refunded
186,acme,29,2024-06-18,445.48,pending
187,acme,29,2024-06-07,541.38,completed
188,acme,29,2024-02-03,751.04,completed
189,acme,29,2024-02-12,795.84,completed
190,acme,29,2024-06-12,428.94,refunded
191,acme,29,2024-05-22,353.51,completed
192,acme,29,2024-04-07,768.84,completed
193,acme,29,2024-04-05,206.67,completed
194,acme,29,2024-02-28,266.1,refunded
195,acme,30,2024-06-02,95.34,pending
196,acme,30,2024-06-21,508.56,completed
197,acme,30,2024-06-20,588.39,pending
198,acme,30,2024-06-18,717.78,completed
199,acme,30,2024-06-08,215.0,completed
200,acme,30,2024-06-09,604.28,completed
201,acme,30,2024-06-20,507.06,completed
202,acme,30,2024-06-17,897.04,refunded
203,acme,31,2023-07-28,241.24,completed
204,acme,31,2024-02-26,189.47,completed
205,acme,31,2024-03-08,491.56,completed
206,acme,31,2023-05-31,210.42,pending
207,acme,32,2024-03-26,545.18,completed
208,acme,32,2023-04-22,280.7,completed
209,acme,32,2023-04-07,286.0,refunded
210,acme,32,2023-02-12,261.39,completed
211,acme,32,2024-04-24,277.08,completed
212,acme,32,2024-02-20,110.28,completed
213,acme,32,2024-05-15,270.22,pending
214,acme,32,2023-12-31,319.82,completed
215,acme,32,2023-06-21,848.14,pending
216,acme,32,2023-01-30,743.46,pending
217,acme,32,2024-02-21,85.19,completed
218,acme,32,2023-03-10,151.29,refunded
219,acme,33,2024-04-20,553.56,refunded
220,acme,34,2023-12-20,281.67,refunded
221,acme,34,2023-12-13,288.73,refunded
222,acme,34,2023-06-07,556.48,completed
223,acme,34,2024-06-01,202.85,completed
224,acme,34,2023-09-20,601.18,completed
225,acme,34,2023-09-07,172.96,completed
226,acme,34,2023-07-27,22.35,pending
227,acme,35,2024-06-03,642.12,pending
228,acme,35,2024-05-07,624.9,completed
229,acme,35,2024-05-23,394.12,refunded
230,acme,36,2024-02-05,82.84,completed
231,acme,36,2024-03-18,543.64,refunded
232,acme,36,2024-03-13,406.46,pending
233,acme,36,2024-06-24,287.6,pending
234,acme,37,2024-02-17,90.79,completed
235,acme,37,2024-02-11,666.39,refunded
236,acme,37,2023-08-09,42.76,completed
237,acme,37,2022-12-17,899.62,completed
238,acme,37,2023-01-06,691.54,completed
239,acme,37,2024-03-21,476.69,pending
240,acme,37,2023-09-06,179.71,refunded
241,acme,38,2024-05-09,326.21,completed
242,acme,39,2024-05-08,382.25,pending
243,acme,39,2024-04-27,603.07,pending
244,acme,40,2024-04-03,304.48,pending
245,acme,40,2024-06-20,472.84,completed
246,acme,40,2024-05-25,785.04,pending
247,acme,40,2024-04-23,67.7,refunded
248,acme,40,2024-04-17,567.92,pending
249,globex,41,2024-03-24,135.29,completed
250,globex,41,2024-02-25,795.15,pending
251,globex,41,2023-12-06,45.41,refunded
252,globex,41,2024-05-27,230.58,completed
253,globex,42,2024-06-12,102.02,completed
254,globex,42,2024-06-15,853.41,completed
255,globex,42,2024-06-17,840.73,completed
256,globex,42,2024-06-18,640.76,pending
257,globex,42,2024-06-16,882.62,completed
258,globex,42,2024-06-15,505.11,pending
259,globex,42,2024-05-29,831.24,refunded
260,globex,42,2024-05-25,780.34,completed
261,globex,43,2022-12-31,268.9,completed
262,globex,43,2024-05-13,781.43,pending
263,globex,43,2024-05-07,323.71,refunded
264,globex,43,2024-01-19,420.7,completed
265,globex,44,2024-04-13,225.53,pending
266,globex,44,2023-10-22,300.0,pending
267,globex,44,2024-04-12,359.75,completed
268,globex,44,2024-06-09,869.05,completed
269,globex,44,2024-06-13,869.51,completed
270,globex,44,2023-11-20,789.29,pending
271,globex,44,2023-11-20,482.84,pending
272,globex,44,2023-10-07,655.75,pending
273,globex,44,2023-12-18,85.85,completed
274,globex,45,2023-05-31,769.55,refunded
275,globex,45,2023-10-31,859.64,pending
276,globex,45,2024-01-22,51.59,completed
277,globex,45,2023-08-18,575.42,completed
278,globex,45,2023-08-14,677.15,pending
279,globex,45,2023-06-09,689.13,completed
280,globex,45,2023-12-03,166.4,completed
281,globex,45,2023-05-04,60.47,completed
282,globex,45,2023-09-17,335.45,pending
283,globex,45,2023-07-03,234.89,pending
284,globex,46,2024-05-08,786.34,refunded
285,globex,47,2023-06-06,425.81,completed
286,globex,47,2024-01-25,244.69,completed
287,globex,48,2023-02-02,408.72,completed
288,globex,48,2023-09-21,582.27,pending
289,globex,49,2024-02-08,770.94,completed
290,globex,49,2023-11-25,355.6,completed
291,globex,49,2024-05-16,280.37,completed
292,globex,50,2023-04-26,518.02,completed
293,globex,50,2024-02-26,675.75,completed
294,globex,50,2024-05-23,723.0,refunded
295,globex,50,2024-06-05,330.04,completed
296,globex,51,2024-02-05,815.0,completed
297,globex,51,2024-03-31,713.98,completed
298,globex,51,2024-06-08,341.08,completed
299,globex,51,2024-02-04,820.47,completed
300,globex,51,2024-04-27,174.56,completed
301,globex,51,2024-05-29,791.29,completed
302,globex,51,2024-05-26,461.58,completed
303,globex,51,2024-02-23,246.13,pending
304,globex,51,2024-03-27,676.97,completed
305,globex,51,2024-02-10,432.13,completed
306,globex,52,2024-01-31,341.88,pending
307,globex,52,2023-04-28,252.72,completed
308,globex,52,2023-12-09,344.36,completed
309,globex,52,2024-02-14,355.3,completed
310,globex,52,2023-06-15,613.86,pending
311,globex,52,2023-05-03,565.2,refunded
312,globex,52,2023-10-05,825.43,completed
313,globex,52,2024-03-17,75.63,pending
314,globex,52,2024-04-13,285.93,pending
315,globex,52,2023-06-19,143.0,completed
316,globex,52,2023-09-23,896.42,completed
317,globex,52,2023-06-09,226.62,refunded
318,globex,53,2024-01-31,855.46,refunded
319,globex,53,2023-09-24,536.86,completed
320,globex,53,2024-05-20,385.1,completed
321,globex,53,2024-04-23,450.63,pending
322,globex,53,2024-06-16,857.34,completed
323,globex,54,2023-07-02,772.8,completed
324,globex,54,2024-02-18,343.25,completed
325,globex,54,2023-04-04,370.36,completed
326,globex,54,2023-05-05,855.13,pending
327,globex,54,2023-04-19,603.24,refunded
328,globex,54,2023-03-14,64.51,completed
329,globex,54,2023-07-06,890.16,refunded
330,globex,55,2023-06-20,735.49,completed
331,globex,55,2023-10-13,701.44,refunded
332,globex,55,2022-11-13,264.0,completed
333,globex,56,2023-12-16,116.74,completed
334,globex,56,2023-11-24,33.08,completed
335,globex,56,2024-03-01,33.89,completed
336,globex,56,2023-10-14,131.55,pending
337,globex,56,2024-06-13,120.01,completed
338,globex,56,2024-05-18,414.48,completed
339,globex,56,2024-06-06,542.43,pending
340,globex,56,2024-06-01,214.96,refunded
341,globex,56,2023-10-10,659.97,refunded
342,globex,56,2024-02-19,423.08,completed
343,globex,56,2023-10-19,898.76,pending
344,globex,56,2024-04-23,623.77,pending
345,globex,57,2024-05-26,150.53,completed
346,globex,57,2024-04-14,569.4,refunded
347,globex,57,2024-05-19,646.69,pending
348,globex,57,2024-05-25,486.89,pending
349,globex,57,2024-05-13,552.78,completed
350,globex,58,2024-02-19,654.34,completed
351,globex,58,2023-10-18,417.37,completed
352,globex,58,2023-10-01,318.26,pending
353,globex,58,2023-09-16,386.07,completed
354,globex,58,2023-06-20,395.55,completed
355,globex,58,2023-08-22,859.16,pending
356,globex,58,2022-10-11,100.28,completed
357,globex,58,2022-11-07,400.05,completed
358,globex,58,2022-12-15,509.61,refunded
359,globex,58,2024-03-01,514.28,completed
360,globex,58,2023-09-28,331.17,pending
361,globex,58,2022-09-25,872.19,refunded
362,globex,59,2024-06-23,207.21,pending
363,globex,59,2024-04-12,765.6,completed
364,globex,59,2024-05-19,121.1,completed
365,globex,59,2024-04-12,730.35,refunded
366,globex,59,2024-02-21,555.92,completed
367,globex,59,2024-02-22,178.77,completed
368,globex,59,2024-05-11,328.9,completed
369,globex,59,2024-03-22,518.36,pending
370,globex,59,2024-03-03,144.85,completed
371,globex,60,2023-12-25,389.45,completed
372,globex,60,2023-05-15,345.65,completed
373,globex,60,2023-03-01,797.34,completed
374,globex,61,2024-04-21,259.45,pending
375,globex,61,2024-06-12,554.23,pending
376,globex,61,2024-05-15,209.7,refunded
377,globex,61,2024-04-25,323.75,completed
378,globex,61,2024-05-17,616.83,refunded
379,globex,61,2024-06-12,483.7,completed
380,globex,61,2024-04-16,214.06,refunded
381,globex,61,2024-04-18,26.76,completed
382,globex,61,2024-05-08,695.27,completed
383,globex,61,2024-05-18,308.75,completed
384,globex,62,2023-05-23,354.58,completed
385,globex,62,2023-11-29,511.68,completed
386,globex,63,2024-04-20,424.58,completed
387,globex,63,2024-05-28,526.67,refunded
388,globex,63,2024-06-08,644.36,pending
389,globex,63,2024-05-25,121.35,completed
390,globex,63,2024-05-29,171.25,refunded
391,globex,63,2024-06-15,752.18,completed
392,globex,64,2024-06-03,538.21,refunded
393,globex,64,2024-03-04,368.27,completed
394,globex,64,2024-05-09,214.98,completed
395,globex,65,2024-02-16,468.76,completed
396,globex,66,2023-04-08,110.47,completed
397,globex,66,2023-02-28,172.68,completed
398,globex,67,2023-12-15,683.91,refunded
399,globex,67,2023-11-29,619.4,refunded
400,globex,67,2024-06-15,579.06,refunded
401,globex,67,2023-07-23,780.54,completed
402,globex,67,2023-01-28,406.99,pending
403,globex,67,2023-11-22,575.62,completed
404,globex,67,2024-04-23,69.43,refunded
405,globex,68,2023-03-05,70.06,completed
406,globex,68,2023-03-25,587.31,completed
407,globex,68,2023-12-25,542.79,pending
408,globex,68,2023-10-08,530.69,completed
409,globex,68,2023-10-02,819.96,refunded
410,globex,68,2024-01-13,185.65,refunded
411,globex,68,2023-10-15,461.2,completed
412,globex,69,2023-07-28,464.0,completed
413,globex,69,2023-07-05,238.01,pending
414,globex,69,2024-01-25,481.18,refunded
415,globex,69,2023-09-04,340.23,completed
416,globex,69,2023-12-30,379.72,completed
417,globex,69,2024-05-27,546.14,completed
418,globex,69,2023-07-18,310.13,refunded
419,globex,69,2024-05-27,360.18,completed
420,globex,69,2024-06-19,769.38,refunded
421,globex,69,2023-08-30,313.36,refunded
422,globex,69,2024-05-19,144.46,completed
423,globex,70,2024-02-24,643.77,completed
424,globex,70,2023-10-01,511.85,completed
425,globex,71,2024-02-15,467.47,completed
426,globex,72,2024-02-24,853.95,pending
427,globex,72,2024-01-17,219.36,completed
428,globex,72,2024-01-07,87.91,completed
429,globex,73,2024-05-03,135.32,pending
430,globex,73,2023-09-08,162.78,refunded
431,globex,73,2023-09-14,654.64,completed
432,globex,73,2024-01-18,340.58,completed
433,globex,73,2024-02-04,557.32,pending
434,globex,73,2023-10-19,489.93,completed
435,globex,73,2024-02-17,815.5,completed
436,globex,73,2023-12-27,616.91,refunded
437,globex,73,2024-02-02,426.28,completed
438,globex,73,2024-01-03,462.56,pending
439,globex,73,2023-09-12,738.86,refunded
440,globex,73,2023-08-31,788.24,completed
441,globex,74,2024-04-22,769.03,completed
442,globex,75,2024-05-14,149.67,pending
443,globex,75,2023-10-11,852.84,completed
444,globex,75,2024-04-12,798.47,completed
445,globex,75,2024-03-25,66.87,refunded
446,globex,75,2024-03-04,227.48,completed
447,globex,75,2024-03-04,217.59,completed
448,globex,75,2023-10-15,758.48,completed
449,globex,76,2024-06-21,632.54,completed
450,globex,76,2024-06-21,414.77,completed
451,globex,76,2024-05-02,36.72,completed
452,globex,76,2024-05-11,502.95,refunded
453,globex,77,2024-01-11,127.23,completed
454,globex,77,2024-03-11,582.28,refunded
455,globex,77,2024-03-31,75.27,pending
456,globex,78,2023-08-25,652.32,completed
457,globex,78,2024-03-04,21.38,completed
458,globex,78,2023-08-24,522.18,completed
459,globex,78,2023-03-18,480.67,completed
460,globex,78,2023-02-28,859.0,refunded
461,globex,78,2024-05-23,712.04,refunded
462,globex,78,2023-01-10,363.6,pending
463,globex,78,2023-02-03,579.39,completed
464,globex,78,2023-09-06,677.64,completed
465,globex,79,2023-11-20,698.92,completed
466,globex,79,2023-12-05,59.02,refunded
467,globex,79,2024-03-19,735.89,completed
468,globex,79,2024-05-22,883.12,pending
469,globex,79,2023-12-30,734.12,completed
470,globex,79,2024-05-19,52.55,completed
471,globex,79,2023-10-20,716.18,completed
472,globex,79,2024-03-07,841.37,refunded
473,globex,79,2024-04-18,890.43,refunded
474,globex,79,2024-05-27,242.92,completed
475,globex,79,2024-02-21,334.14,completed
476,globex,80,2024-04-28,404.52,pending
477,globex,80,2024-05-16,807.28,pending
478,globex,80,2024-04-20,876.88,pending
479,globex,80,2024-05-31,343.27,refunded
480,globex,80,2024-04-02,725.01,pending
481,globex,80,2024-02-14,398.93,completed
482,globex,80,2024-06-12,278.51,completed
483,globex,80,2024-02-14,308.57,completed
484,globex,80,2024-04-12,412.41,pending
485,globex,80,2024-03-07,626.99,completed
486,globex,80,2024-05-18,57.27,completed
487,globex,80,2024-06-30,898.37,completed
488,initech,81,2023-08-25,471.52,completed
489,initech,81,2022-09-18,145.65,refunded
490,initech,81,2023-11-09,50.62,completed
491,initech,81,2023-04-16,705.09,completed
492,initech,81,2023-08-23,356.91,refunded
493,initech,81,2022-09-20,552.48,pending
494,initech,82,2023-04-12,525.05,refunded
495,initech,82,2023-09-07,370.27,completed
496,initech,82,2023-07-09,865.26,completed
497,initech,82,2024-03-14,183.72,refunded
498,initech,82,2023-09-18,823.92,completed
499,initech,82,2023-07-16,701.97,pending
500,initech,82,2023-06-21,896.8,completed
501,initech,82,2024-02-22,826.5,pending
502,initech,82,2023-06-14,127.92,completed
503,initech,82,2023-10-21,171.94,pending
504,initech,82,2023-04-17,733.25,completed
505,initech,82,2024-02-08,325.73,completed
506,initech,83,2024-06-20,836.05,completed
507,initech,83,2024-03-23,467.71,completed
508,initech,83,2024-02-11,717.02,completed
509,initech,83,2024-04-26,43.13,refunded
510,initech,83,2024-05-16,344.64,refunded
511,initech,83,2024-01-24,558.51,completed
512,initech,83,2024-01-07,292.18,pending
513,initech,83,2024-05-04,381.5,pending
514,initech,83,2024-05-17,84.9,completed
515,initech,83,2024-06-03,85.27,pending
516,initech,83,2024-06-13,475.28,completed
517,initech,84,2024-06-23,784.03,completed
518,initech,84,2023-12-05,154.65,completed
519,initech,84,2023-06-05,303.94,completed
520,initech,84,2023-09-08,853.79,refunded
521,initech,84,2024-06-15,269.96,completed
522,initech,84,2023-07-21,192.75,refunded
523,initech,84,2023-08-02,130.15,completed
524,initech,84,2024-01-23,489.46,refunded
525,initech,85,2023-04-08,599.68,refunded
526,initech,85,2023-09-25,761.43,refunded
527,initech,87,2024-03-23,386.6,completed
528,initech,87,2024-03-04,802.32,refunded
529,initech,87,2024-01-11,584.88,completed
530,initech,87,2024-02-29,235.49,pending
531,initech,87,2024-01-13,419.12,completed
532,initech,87,2023-12-08,406.85,pending
533,initech,87,2024-02-24,199.54,refunded
534,initech,87,2023-12-04,295.07,completed
535,initech,87,2024-05-03,889.46,completed
536,initech,87,2024-02-08,135.07,completed
537,initech,87,2024-03-08,514.25,completed
538,initech,87,2023-12-29,430.5,completed
539,initech,88,2024-01-20,275.39,pending
540,initech,89,2024-05-15,654.59,completed
541,initech,89,2024-01-29,458.47,refunded
542,initech,89,2024-04-17,458.91,completed
543,initech,89,2024-04-25,40.4,pending
544,initech,89,2024-04-27,422.36,completed
545,initech,91,2024-05-06,271.46,completed
546,initech,91,2023-05-01,399.22,completed
547,initech,91,2024-01-20,692.19,completed
548,initech,91,2023-02-26,372.51,refunded
549,initech,91,2023-07-29,339.02,completed
550,initech,91,2023-03-27,359.99,pending
551,initech,91,2023-10-24,746.27,refunded
552,initech,91,2023-05-12,133.22,completed
553,initech,91,2024-02-18,348.41,completed
554,initech,92,2024-03-19,373.22,completed
555,initech,92,2023-11-21,54.24,completed
556,initech,92,2024-06-02,436.89,pending
557,initech,92,2023-12-18,553.51,refunded
558,initech,92,2023-12-15,308.61,refunded
559,initech,92,2024-01-30,163.0,refunded
560,initech,92,2024-05-17,761.49,refunded
561,initech,92,2024-02-04,466.44,refunded
562,initech,92,2024-03-25,451.07,refunded
563,initech,93,2024-06-04,612.95,pending
564,initech,93,2024-06-20,290.76,completed
565,initech,93,2024-06-21,437.64,refunded
566,initech,93,2024-06-19,220.24,completed
567,initech,93,2024-06-20,442.79,refunded
568,initech,95,2024-06-01,388.53,pending
569,initech,95,2024-06-25,199.42,refunded
570,initech,95,2024-06-30,558.1,pending
571,initech,95,2024-06-28,660.11,completed
572,initech,95,2024-06-14,202.46,completed
573,initech,95,2024-06-23,440.97,pending
574,initech,95,2024-06-01,861.88,pending
575,initech,96,2024-06-07,619.06,completed
576,initech,96,2024-04-11,446.08,completed
577,initech,96,2023-10-24,511.12,completed
578,initech,96,2023-11-03,698.63,completed
579,initech,96,2024-05-22,640.39,completed
580,initech,96,2024-02-04,326.95,completed
581,initech,96,2023-10-29,127.25,refunded
582,initech,96,2023-12-15,808.27,pending
583,initech,96,2023-11-27,860.06,completed
584,initech,96,2023-10-30,57.02,completed
585,initech,97,2024-05-14,208.31,refunded
586,initech,97,2024-01-28,841.06,completed
587,initech,97,2023-11-21,116.12,refunded
588,initech,97,2024-01-12,233.36,refunded
589,initech,97,2024-01-05,581.39,completed
590,initech,97,2023-11-02,383.71,pending
591,initech,97,2023-11-02,619.45,completed
592,initech,97,2023-09-14,868.78,completed
593,initech,97,2024-04-07,594.55,pending
594,initech,97,2024-05-13,592.47,completed
595,initech,97,2024-02-23,271.17,completed
596,initech,98,2024-04-21,670.04,completed
597,initech,98,2023-04-19,387.74,completed
598,initech,98,2022-11-28,897.51,pending
599,initech,100,2023-02-14,837.04,completed
600,initech,100,2023-08-15,419.83,refunded
601,initech,100,2024-04-16,454.64,completed
602,initech,100,2024-03-27,431.86,completed
603,initech,100,2023-02-20,311.0,pending
604,initech,100,2023-07-18,652.37,completed
605,initech,100,2023-10-08,715.88,refunded
606,initech,100,2023-05-13,174.44,pending
607,initech,100,2024-01-08,473.45,completed
608,initech,101,2024-03-30,440.16,completed
609,initech,101,2024-02-25,249.49,completed
610,initech,102,2024-04-22,656.14,completed
611,initech,102,2023-11-09,595.24,completed
612,initech,102,2023-07-30,607.65,pending
613,initech,102,2023-12-03,160.55,refunded
614,initech,103,2024-04-16,343.44,completed
615,initech,103,2024-03-28,862.48,pending
616,initech,103,2024-03-11,420.38,refunded
617,initech,103,2024-05-06,385.94,refunded
618,initech,103,2024-05-31,686.47,completed
619,initech,103,2024-04-04,618.7,refunded
620,initech,103,2024-02-21,482.45,refunded
621,initech,103,2024-05-03,88.73,refunded
622,initech,103,2024-02-29,74.35,refunded
623,initech,103,2024-06-09,197.9,refunded
624,initech,104,2024-02-12,122.29,completed
625,initech,104,2024-04-24,450.17,refunded
626,initech,104,2024-02-14,731.65,pending
627,initech,104,2023-09-06,471.66,pending
628,initech,104,2024-04-14,70.81,pending
629,initech,104,2024-06-09,730.09,completed
630,initech,104,2024-01-19,243.92,completed
631,initech,104,2023-10-20,528.91,completed
632,initech,105,2024-04-03,842.43,completed
633,initech,105,2024-05-26,47.93,pending
634,initech,105,2024-04-19,696.7,pending
635,initech,105,2024-05-13,893.71,pending
636,initech,105,2024-05-23,785.27,pending
637,initech,105,2024-05-14,90.62,refunded
638,initech,105,2024-04-13,595.11,completed
639,initech,105,2024-04-11,177.06,refunded
640,initech,106,2024-03-19,754.64,completed
641,initech,106,2024-04-07,427.44,refunded
642,initech,106,2024-05-09,488.1,completed
643,initech,106,2024-03-25,425.35,completed
644,initech,106,2024-04-01,185.86,completed
645,initech,106,2024-01-30,732.34,pending
646,initech,106,2024-06-27,694.13,completed
647,initech,106,2024-03-23,201.35,completed
648,initech,106,2024-06-22,49.55,refunded
649,initech,106,2024-02-03,235.37,completed
650,initech,106,2024-05-03,406.29,refunded
651,initech,107,2024-03-23,226.06,refunded
652,initech,107,2024-03-30,528.18,completed
653,initech,107,2024-03-09,285.55,completed
654,initech,107,2024-06-26,478.7,pending
655,initech,107,2024-03-25,262.14,refunded
656,initech,107,2024-06-08,794.15,completed
657,initech,107,2024-06-17,617.3,refunded
